"source_id","source_title","data_period_start","data_period_end","reference_year","geography","scope","domain","metric","value","value_text","unit","status","denominator","facility_level","source_reference","notes","quality_flag"
"CLAIM_CHECK_2026","Search-cutoff verification of circulating claims (17 Jul 2026)","2026-07-17","2026-07-17","2026","Zambia","National PSA plant count","Measurement transparency","Claim: 6 functional plants in 2021 grew to 35 PSA plants","","Plausible but not directly verified","","context","","","Searched MOH, World Bank, WHO, Global Fund, UNOPS, UNICEF, PATH, Unitaid, CHAI, CHAZ, National Assembly, academic and news archives","No primary source directly states 35 PSA plants. Reconciled records identify at least 27 distinct facility sites with installed or commissioned PSA plants by April 2026, so 35 is plausible if additional public/private sites exist, but current functionality is unknown. Requires MOH confirmation.","claim_partially_supported_not_verified"
"UN_ZM_NEWSLETTER_Q3_2025","United Nations Zambia Newsletter July-September 2025","2025-06-21","2025-06-21","2025","Eastern","Kalindawalo General Hospital","Production infrastructure","Global Fund-UNOPS plants commissioned","4","4 of 6","plants","actual","6","","https://zambia.un.org/en/download/197103/305911","Newsletter states Kalindawalo was commissioned 21 June 2025 as the fourth programme plant. UNOPS overview page also calls it the fourth of six.","verified_external"
"UN_ZM_NEWSLETTER_Q3_2025","United Nations Zambia Newsletter July-September 2025","2025-06-28","2025-06-28","2025","Muchinga","Chinsali General Hospital","Production infrastructure","Global Fund-UNOPS plants commissioned","5","5 of 6","plants","actual","6","","https://zambia.un.org/en/download/197103/305911","Newsletter states Chinsali was inaugurated 28 June 2025 as the fifth programme plant, leaving only St Paul's (commissioned Apr 2026).","verified_external"
"UN_ZM_NEWSLETTER_Q3_2025","United Nations Zambia Newsletter July-September 2025","2025-06-21","2025-06-28","2025","Eastern; Muchinga","Kalindawalo and Chinsali plants","Production infrastructure","Designed cylinder output per plant","120","at least 120 x 50-L cylinders/day each","cylinders/day","capacity","","","https://zambia.un.org/en/download/197103/305911","Design capacity under continuous optimal operation, not measured output. Both sites also received in-hospital distribution systems and standby generators.","verified_external"
"WHO_ZM_ANNUAL_23_24","WHO Zambia 2023/24 Annual Report","2024-01-01","2025-12-31","2025","Zambia","National Health Strategic Plan 2022-2026","Measurement transparency","NHSP midterm review conducted","1","Conducted; report not public","review","actual","","","https://www.afro.who.int/sites/default/files/2025-07/WHO%20Zambia%202324%20Annual%20Report%20Final.pdf","WHO supported the MOH to conduct the NHSP 2022-2026 midterm review after 2.5 years. The NHSP M&E framework includes the indicator ""Proportion of public hospitals with functional medical oxygen supply systems"" (Obj 25.7, the 60% goal), so the MTR should contain a scored oxygen value, but the MTR report is not publicly available.","verified_review_conducted_report_not_public"
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Government referral/specialized hospitals","Survey scope","Facilities assessed","8","8","facilities","actual","","","Report methodology","Not nationally representative.",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Cancer Diseases Hospital","Cylinders","Oxygen cylinders observed","30","30","cylinders","actual","","","Table 15 pp.17–18","",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Chinsali General Hospital","Cylinders","Oxygen cylinders observed","0","0","cylinders","actual","","","Table 15 pp.17–18","",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Kalindawalo General Hospital","Cylinders","Oxygen cylinders observed","1","1","cylinders","actual","","","Table 15 pp.17–18","",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Levy Mwanawasa University Teaching Hospital","Cylinders","Oxygen cylinders observed","0","0","cylinders","actual","","","Table 15 pp.17–18","",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Ndola Teaching Hospital","Cylinders","Oxygen cylinders observed","152","152","cylinders","actual","","","Table 15 pp.17–18","Table 15 totals 152 including six D-size cylinders; narrative states 146.","table_vs_narrative_count_conflict"
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","UTH Children’s Hospital","Cylinders","Oxygen cylinders observed","16","16","cylinders","actual","","","Table 15 pp.17–18","",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","UTH Adult Hospital","Cylinders","Oxygen cylinders observed","385","385","cylinders","actual","","","Table 15 pp.17–18","",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Women and Newborn Hospital","Cylinders","Oxygen cylinders observed","0","0","cylinders","actual","","","Table 15 pp.17–18","",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Eight surveyed hospitals","Cylinders","Oxygen cylinders observed","584","584","cylinders","actual","","","Table 15 pp.17–18","542 were 1,360-L size-F bullnose cylinders.",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Cancer Diseases Hospital","Cylinders","Weekly oxygen cylinder consumption","70","70","cylinders/week","actual","","","Table 25 p.32","Measured value.",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Chinsali General Hospital","Cylinders","Weekly oxygen cylinder consumption","70","70","cylinders/week","estimate","","","Table 25 p.32","Assumed value.","assumed_not_measured"
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Kalindawalo General Hospital","Cylinders","Weekly oxygen cylinder consumption","70","70","cylinders/week","estimate","","","Table 25 p.32","Assumed value.","assumed_not_measured"
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Levy Mwanawasa University Teaching Hospital","Cylinders","Weekly oxygen cylinder consumption","496","496","cylinders/week","estimate","","","Table 25 p.32","Assumed value.","assumed_not_measured"
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Ndola Teaching Hospital","Cylinders","Weekly oxygen cylinder consumption","140","140","cylinders/week","actual","","","Table 25 p.32","Measured value.",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","UTH Children’s Hospital","Cylinders","Weekly oxygen cylinder consumption","114","114","cylinders/week","actual","","","Table 25 p.32","Measured value.",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","UTH Adult Hospital","Cylinders","Weekly oxygen cylinder consumption","496","496","cylinders/week","actual","","","Table 25 p.32","Measured value.",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Women and Newborn Hospital","Cylinders","Weekly oxygen cylinder consumption","302","302","cylinders/week","actual","","","Table 25 p.32","Measured value.",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Levy Mwanawasa University Teaching Hospital","Production","PSA plant installed","1","1","plant","actual","","","Table 17 p.18","Source status: functional.",""
"BMES_2020_DIRECT","Biomedical Equipment for COVID-19 Case Management: Zambia COVID-19 Treatment Facility Survey Report","2020-06-01","2020-08-31","2020","Zambia","Levy Mwanawasa University Teaching Hospital","Production","PSA plant functional","1","1","binary","actual","","","Table 17 p.18","functional",""
